,Bankruptcy Score_f_mean,Contrarian_f_mean,Dividend_f_mean,Earning Momentum_f_mean,Earnings Quality_f_mean,Financial Quality_f_mean,Growth_f_mean,Information Uncertainty_f_mean,Investment_f_mean,Leverage_f_mean,Liquidity_f_mean,Momentum_f_mean,Size_f_mean,Value_f_mean,V1_f_mean,sector_centralization,Return,SD,Sharpe,MinReturn,MaxReturn,UpsideFrequency,UpCapture,DownCapture,UpNumber,DownNumber,UpPercent,DownPercent,AverageDrawdown.Factor,maxDrawdown,TrackingError,PainIndex.Factor,AverageLength.Factor,AverageRecovery.Factor,CDD,VaR.Factor,CVaR.Factor,Alpha,Beta,Beta.Bull,Beta.Bear,turnover,cpi_beta,cpi_beta.bull,cpi_beta.bear,realrate_beta,realrate_beta.bull,realrate_beta.bear
DownCapture,-0.06891427428942343,0.019324789167288615,-0.1714017210701391,-0.11685007136631907,-0.10502422894483525,0.15908579380700288,0.18221882729758695,0.49220610157687966,0.12521098629333371,-0.15282026812559232,0.7888865718273583,-0.13422327014314964,-0.4278018843027133,0.40383677089906883,0.46859507109487036,0.18060623487637043,-0.16440606908503336,0.8962737322619728,-0.8961186473209412,-0.7373617926477922,0.6416575706502956,-0.5013062164485159,0.729973426577587,1.0,-0.4788106826783708,0.192792503853399,0.4618154746785674,-0.7966065961044134,0.6960022601065358,0.8148169810666062,0.7008262238982395,0.741911802486634,0.5124115986471228,0.418115139704853,0.5912432160700253,-0.9385292340517608,-0.8009611784620413,-0.795627697915088,0.9337197511851868,0.6887370746384951,0.7687811349751658,0.114179518337985,0.6215281202707423,-0.6608828337515548,0.45861202938127393,0.3727165110302616,0.3416416497730049,0.7077363796413897
UpNumber,-0.020453182630793872,-0.16573636544558265,-0.09643559400981408,0.2565776521830368,0.23740371212198935,-0.1082760716408188,0.13448464781874866,-0.40531103420552345,0.10022417531660535,0.11810632955038132,-0.43386905162147227,0.18544785255164906,0.337076168486307,-0.36246865260003835,-0.3044458688603326,-0.06153270204914672,0.11363223088123717,-0.5843529648810755,0.5511475827249059,0.28830678327073844,-0.5805760515262661,0.673706208368203,-0.35940187994837935,-0.4788106826783708,1.0,0.09993268623480991,-0.13676282020340977,0.34714633411824625,-0.40501475973775647,-0.5330572813201208,-0.6070966428674367,-0.5412101540442485,-0.34515663963984555,-0.1886036568137978,-0.46436038979262034,0.5364310353823238,0.4076497921059887,0.4395586539053194,-0.5211953003219104,-0.6082152447649933,-0.39418712824195035,-0.27011371701389786,-0.48121304842804347,0.37009895547831007,-0.3977601996439386,-0.44910139401788096,-0.38201849185340686,-0.5397064140955147
DownNumber,-0.3564619276978936,-0.2735640584810709,-0.4765319742995801,0.36967088934568637,0.34190536230684243,0.3167915292132955,0.35242070903911876,-0.15199527501321136,0.29546620716434313,-0.3022957333886073,0.0060606916221087655,0.24806156775266366,0.24090760510544607,-0.24987350903004377,-0.13660982441613098,0.2829198137936062,-0.18845826913912983,-0.1021562813912244,-0.06652488672439748,-0.05417563379194156,-0.2735705174002515,-0.6679747323741716,-0.01799996013043104,0.192792503853399,0.09993268623480991,1.0,0.06415117810108865,-0.3383289397292324,-0.37858144112750003,-0.07893392086467987,-0.29515650077847055,-0.011646378961749656,-0.31899284662640165,-0.2685542074851629,-0.40123869425940956,0.04008864415744244,0.08062306937569395,-0.1797489067188961,0.005397820148448965,-0.13137238138830531,-0.16741824039094869,-0.07523544571530949,-0.28051897347350613,-0.010713098734448213,-0.20946510100832041,-0.3290177264530072,-0.4152030272733677,-0.21006504450911664
UpPercent,-0.24898730017259102,-0.03792334536398458,-0.2331223801462785,-0.10518254918653262,0.13631555498173065,0.19201731234867492,0.21280561247007915,0.07742340651064153,0.3577327592830194,-0.17218661952086323,0.612247963369417,-0.05971680938522289,-0.45157187086307493,0.21373891804723066,0.20735017260378258,0.2267706671991151,0.5466365962971957,0.5193019874767463,-0.16537735629733283,-0.435364718465517,0.36162011400196764,-0.1499349123589634,0.7514294698880845,0.4618154746785674,-0.13676282020340977,0.06415117810108865,1.0,-0.4070465661907769,0.23462491992435391,0.29241777148022724,0.35210739207295244,0.06964481043493526,-0.011229595450592952,-0.12799217890858486,0.16982454438659875,-0.4642932541168395,-0.4031044046668147,0.003392268884901344,0.5698918781581263,0.4072906202289291,0.4063196174701026,0.01587427267650502,0.21248179246683332,-0.49032214549062153,0.20177315205878119,0.007002511489835355,0.10460997266492417,0.28319258415853416
DownPercent,0.12205660901496837,0.09224891812455524,0.29997170542736984,-0.035932537483028486,0.021394962408462295,-0.18181181981445824,-0.2123325800041949,-0.33082859207704524,-0.1938272816630669,0.17407470588694646,-0.6366149801562276,-0.008078282151654525,0.34377991895777343,-0.1778337011256553,-0.3393575198966295,-0.19341542863129985,0.1158413573180659,-0.6554399899668626,0.6736201188502545,0.5547994384462756,-0.4226550796518974,0.5109231725844927,-0.5765581203667316,-0.7966065961044134,0.34714633411824625,-0.3383289397292324,-0.4070465661907769,1.0,-0.4297746758624006,-0.5699850416241378,-0.47922361569913957,-0.5344305405843369,-0.2766761576153746,-0.22856530058339775,-0.3096024619430634,0.6864325035662477,0.5577400621561951,0.5974786058959283,-0.6993724808785499,-0.47182697633244863,-0.5021510043542922,-0.16269851667181495,-0.3636727820475523,0.48056089961196347,-0.2876590843545239,-0.21455268354438617,-0.16657171677541704,-0.48366056515573314
AverageDrawdown.Factor,0.2468437328848926,0.2343089115482666,0.2299505408454291,-0.35351449425716713,-0.3596869760778764,-0.11324185425593604,-0.10579776129555367,0.4491650739377585,-0.19709668997247215,0.1067591396315923,0.5843704813601269,-0.3067234142687888,-0.47677956742190297,0.6229271851020847,0.5401339213422615,-0.10796158154241893,-0.13084548494532022,0.7904906686291345,-0.7439015846871257,-0.542207487570238,0.6964817485459293,-0.02174294699731142,0.5346623076927137,0.6960022601065358,-0.40501475973775647,-0.37858144112750003,0.23462491992435391,-0.4297746758624006,1.0,0.7264412829079802,0.7784381363524197,0.6880747201819034,0.8806202707031386,0.7099580595101392,0.9075888079214527,-0.7995676535081105,-0.7020121445490345,-0.6029709125313557,0.7354348786087281,0.6401996145207824,0.714776472939781,0.11863464658794018,0.7587891640262107,-0.4722749319644461,0.4833562005223076,0.5794711395134652,0.5805413819289647,0.7363301930354037
maxDrawdown,0.16926267290043767,-0.0045683595712104706,0.10214195244218674,-0.2500768771261259,-0.31079897395073874,-0.06467911873939762,-0.050822218078567766,0.6257119546075054,-0.12419571442231632,0.06329847938748968,0.6707284159378422,-0.06298140363416421,-0.401002246622611,0.3049729175286063,0.4090824795688111,0.04786399723649892,-0.154627894511787,0.8554267975347687,-0.8330548035069293,-0.643428850821192,0.7106843903139242,-0.3400628701256941,0.6085140944869629,0.8148169810666062,-0.5330572813201208,-0.07893392086467987,0.29241777148022724,-0.5699850416241378,0.7264412829079802,1.0,0.7438506896956737,0.889806455764339,0.6385782563754618,0.5944381507138474,0.6303170244742122,-0.8666764304483601,-0.7768887650948837,-0.7176664610950437,0.8511292675421086,0.7275443072298698,0.8358269718397957,0.10699036513636354,0.7312448182094575,-0.6544838762977583,0.7290824126762911,0.6194948128163013,0.48249374494687647,0.8245796404153177
TrackingError,0.2607244041551523,0.14791841409745857,0.14527520812625846,-0.3358128916955092,-0.4024769181817994,-0.13387208057783023,-0.15641702205362823,0.48424209957489417,-0.07078255758023264,0.1291910579980197,0.7770143821611974,-0.20910057606362506,-0.707342901282462,0.4671334010997496,0.575306563176239,-0.05451825315597516,0.11467039162437839,0.907125883640531,-0.6868546338137578,-0.6151833874065158,0.8432501110411803,-0.2348467753572848,0.7186504369781815,0.7008262238982395,-0.6070966428674367,-0.29515650077847055,0.35210739207295244,-0.47922361569913957,0.7784381363524197,0.7438506896956737,1.0,0.6467307538838798,0.5861701197346761,0.39333427187557307,0.7598408341664841,-0.8444495719107997,-0.7600443199987148,-0.43309429965571694,0.7875478952506197,0.6990539352997738,0.6671851420567798,0.3329275539510895,0.6855238945154075,-0.613660573219257,0.5384300148712133,0.6117651357079997,0.6498904868248013,0.79071290602402
PainIndex.Factor,0.14355484473131055,-0.057872432881018496,0.05042491054489297,-0.05051482054909625,-0.297726568473854,0.02142561887971975,-0.015324559129132189,0.5379156605343585,-0.22999661493001325,-0.0335083345723832,0.49643407629434466,0.02585188706287291,-0.28116703581237124,0.3096495555711551,0.372622468230583,0.09206334747143062,-0.44531163597255996,0.7030276504254895,-0.8619030709559047,-0.5492204101948315,0.5706229179165795,-0.39613625140752695,0.3455594995849576,0.741911802486634,-0.5412101540442485,-0.011646378961749656,0.06964481043493526,-0.5344305405843369,0.6880747201819034,0.889806455764339,0.6467307538838798,1.0,0.7070423160962858,0.6966420145748908,0.6307138902218474,-0.7646380480800785,-0.6867951665950811,-0.8124749847440766,0.676204378608899,0.5630402681303538,0.6642745520686603,0.23262247269190398,0.6236341584403019,-0.48502726383955763,0.5718797076338673,0.6063477677957957,0.35456294386329,0.7095039666673687
AverageLength.Factor,0.27483212368051074,0.1417966465460261,0.24497079338063804,-0.23438869896038142,-0.36160235105070104,-0.10908845626964939,-0.12327066816099713,0.4279308773603982,-0.31883231280439345,0.09425001374396691,0.3470954030080252,-0.17266414901558727,-0.24690991950821461,0.5729014337553343,0.41848328991269396,-0.1358528751110124,-0.32649353922360497,0.5712686516790032,-0.6615513394272026,-0.4193558970668385,0.5046531150269148,-0.02123084057078101,0.2467523090375509,0.5124115986471228,-0.34515663963984555,-0.31899284662640165,-0.011229595450592952,-0.2766761576153746,0.8806202707031386,0.6385782563754618,0.5861701197346761,0.7070423160962858,1.0,0.8995223801780291,0.8114778153495077,-0.6184637359946241,-0.5754425399774232,-0.6000322144318438,0.5181598058554796,0.4494452622242251,0.6118531309771118,0.11682541666201997,0.7021254641471973,-0.24657881097006176,0.4028295641947908,0.5960622429366215,0.5311777048525255,0.6167263713106956
AverageRecovery.Factor,0.24746760363909878,0.013878006848384578,0.1851804917698361,-0.09261021886552802,-0.2913249217726138,-0.09616254086584367,-0.06210817885216973,0.4041054799929172,-0.3135739524988814,0.08218200610240227,0.2023994243912824,-0.027782972433237747,-0.06983836115647646,0.37503110996766187,0.257423634259044,-0.10001412140073855,-0.446913303181535,0.40204013581013726,-0.6010284532552005,-0.36292755257782827,0.32097860196011185,0.05839787512597837,0.07314452899659545,0.418115139704853,-0.1886036568137978,-0.2685542074851629,-0.12799217890858486,-0.22856530058339775,0.7099580595101392,0.5944381507138474,0.39333427187557307,0.6966420145748908,0.8995223801780291,1.0,0.6111829324121064,-0.49248488318870876,-0.4936585342905939,-0.6014747675780954,0.37687068320717804,0.27016596466720255,0.5416692080081114,0.07654361537434387,0.5626280779847049,-0.16946067232875509,0.3555572940086995,0.5107772152663425,0.3892631273676003,0.49114255741765006
CDD,0.30480208505534856,0.392161943782087,0.3840537133223564,-0.4665239688760758,-0.4407994745961817,-0.14514364850351252,-0.2296372450268566,0.35998983154935504,-0.3308728559353961,0.13234192337223483,0.4573260970073272,-0.4422826505534844,-0.47431878438343134,0.6735905482807358,0.5370073443587653,-0.15955968815526692,-0.143642543964012,0.7238974046686911,-0.6784719201665241,-0.38717447626622586,0.7084340156799515,-0.049301292774526634,0.44478040328364354,0.5912432160700253,-0.46436038979262034,-0.40123869425940956,0.16982454438659875,-0.3096024619430634,0.9075888079214527,0.6303170244742122,0.7598408341664841,0.6307138902218474,0.8114778153495077,0.6111829324121064,1.0,-0.7151825027682419,-0.5973292541923408,-0.5408561378221889,0.6428221743788908,0.6458421194201817,0.5914904818770612,0.0942078096374253,0.7450193063224372,-0.4229852358515847,0.49105411813507904,0.617091933592699,0.5867405673759739,0.7245319524722352
VaR.Factor,-0.004951900672433288,-0.04025487226366999,0.09063581398455961,0.1840114287935183,0.15901382658918906,-0.08832307842439294,-0.12963473251453528,-0.5314430765878545,-0.08235544710066572,0.08230814533561749,-0.8537481130952587,0.15662437961239414,0.5442692823695426,-0.5035059700043337,-0.5355196260528777,-0.13543333860617163,0.06920737427486089,-0.9617898662653483,0.8866620596326088,0.8299024450309179,-0.7143479258634259,0.37143724919692084,-0.7658031395309479,-0.9385292340517608,0.5364310353823238,0.04008864415744244,-0.4642932541168395,0.6864325035662477,-0.7995676535081105,-0.8666764304483601,-0.8444495719107997,-0.7646380480800785,-0.6184637359946241,-0.49248488318870876,-0.7151825027682419,1.0,0.9230940017465091,0.7191102760376641,-0.9501826344578974,-0.7198256279915664,-0.8795237486826445,-0.15680057206153922,-0.7255378152512634,0.664494205504191,-0.5012274358623964,-0.4544245079335247,-0.4960567451889608,-0.7624570890173432
CVaR.Factor,0.05690936150515243,0.13090851245575877,0.21221412906745435,-0.009284753236524789,0.024842903583064336,-0.11021513053707983,-0.26068793773253174,-0.4725790184477645,-0.15289986319237367,0.10141583169812197,-0.8089365917220593,-0.012149894377615066,0.4981066712716303,-0.4425352414087989,-0.4803090303757012,-0.22108777823149792,0.042909486235506875,-0.8440522913024149,0.7810599738090409,0.9454351630783925,-0.5693649184452568,0.24501252407628318,-0.6698798398775097,-0.8009611784620413,0.4076497921059887,0.08062306937569395,-0.4031044046668147,0.5577400621561951,-0.7020121445490345,-0.7768887650948837,-0.7600443199987148,-0.6867951665950811,-0.5754425399774232,-0.4936585342905939,-0.5973292541923408,0.9230940017465091,1.0,0.604268571393089,-0.8218070425480359,-0.5296193119680168,-0.8681118521142464,-0.15167492920286635,-0.6175229861979414,0.5471246700091192,-0.3337907545415542,-0.3171180977142128,-0.4283469137206316,-0.5899029265715253
Alpha,0.0022969326331530033,-0.10412582526007486,0.03127046092383491,0.07667420414049077,0.1705239224212129,-0.15841445519515296,-0.07908769243635766,-0.49627014744277176,0.1728671029044707,0.16789764354522935,-0.376369436007742,0.16252222295337856,0.08624683336873634,-0.36650856565291234,-0.36073532268799285,-0.055265934100002384,0.7022324540032063,-0.5935256120578684,0.9336322610953847,0.5015357159597013,-0.4013871800180387,0.46226082813123703,-0.19400241213206326,-0.795627697915088,0.4395586539053194,-0.1797489067188961,0.003392268884901344,0.5974786058959283,-0.6029709125313557,-0.7176664610950437,-0.43309429965571694,-0.8124749847440766,-0.6000322144318438,-0.6014747675780954,-0.5408561378221889,0.7191102760376641,0.604268571393089,1.0,-0.6352531005384753,-0.5020576407448202,-0.6210764950720042,-0.0945986971530647,-0.5824486975856954,0.3295603589839471,-0.4032197453154674,-0.3958702439671402,-0.2699595780254991,-0.5690067248991375
Beta,-0.019279799332079076,0.08653722378415639,-0.04678112889606129,-0.2895416742903549,-0.16996171699548185,0.0850089721700773,0.06951725513066581,0.5730575316980407,0.13374155809962718,-0.07777024091866247,0.8569933055755128,-0.20292625687003035,-0.5083373171875666,0.46317062716145996,0.4781194157740868,0.13585212385726272,0.0997168709739766,0.9723750407661901,-0.7956952757869511,-0.732133890552186,0.7792706339183085,-0.39382560040245623,0.8708376463372093,0.9337197511851868,-0.5211953003219104,0.005397820148448965,0.5698918781581263,-0.6993724808785499,0.7354348786087281,0.8511292675421086,0.7875478952506197,0.676204378608899,0.5181598058554796,0.37687068320717804,0.6428221743788908,-0.9501826344578974,-0.8218070425480359,-0.6352531005384753,1.0,0.8409743971299177,0.8634474622037677,0.05687379732122023,0.7323983515904178,-0.6946931326014882,0.5674235192571715,0.4636223316041977,0.4889491028232617,0.7914121655753679
Beta.Bull,0.08922960656166898,0.33701831317960895,0.27243328102756753,-0.5550633655437202,-0.356640116088317,-0.0020217945887032363,-0.2592501463534388,0.5906877150535911,-0.07665808022708781,-0.002953111302527648,0.6043224137212828,-0.3921245840290215,-0.40819971833243085,0.4676168414263744,0.4009875935823505,-0.007525301495661773,0.12170770927501637,0.8317588608820803,-0.6269460890030694,-0.36755335263170386,0.8539769105324561,-0.3573286911292097,0.6958694545849617,0.6887370746384951,-0.6082152447649933,-0.13137238138830531,0.4072906202289291,-0.47182697633244863,0.6401996145207824,0.7275443072298698,0.6990539352997738,0.5630402681303538,0.4494452622242251,0.27016596466720255,0.6458421194201817,-0.7198256279915664,-0.5296193119680168,-0.5020576407448202,0.8409743971299177,1.0,0.6374179593179851,-0.012856568047199162,0.7445524885618735,-0.5375333206105276,0.6617409392269085,0.5989944435953994,0.5633960836660352,0.7879247293656908
Beta.Bear,0.012401946410906656,0.002124674141727735,-0.041164398998574464,-0.21685121142326216,-0.11922997815213608,0.04416979102314785,0.12435336398342028,0.6134187880334223,0.07178577424410945,-0.03824614691671571,0.7336077321121155,-0.11680205954104754,-0.3583475724618245,0.45860440158473625,0.4105736959803048,0.07841862095557008,-0.009505436379478063,0.8322025760631294,-0.7391421638841068,-0.7870632678496424,0.5980777236145931,-0.17047915442991662,0.667702636964711,0.7687811349751658,-0.39418712824195035,-0.16741824039094869,0.4063196174701026,-0.5021510043542922,0.714776472939781,0.8358269718397957,0.6671851420567798,0.6642745520686603,0.6118531309771118,0.5416692080081114,0.5914904818770612,-0.8795237486826445,-0.8681118521142464,-0.6210764950720042,0.8634474622037677,0.6374179593179851,1.0,0.01126331443325433,0.7658328552751158,-0.5135715891547498,0.5188288043333111,0.4300760380201995,0.5182272095003743,0.6970601305933077
turnover,0.1587874436481039,-0.11002703189566251,-0.13501442402447075,0.20941242283319547,-0.2694201692419025,0.015696314572764526,-0.07014183603865033,0.10324513744972895,-0.20399591913618217,-0.0496193618666523,0.18487060978474942,0.15785229690019656,-0.49517969297432785,0.007346410694481654,0.3189784056717431,-0.15553647625186004,-0.1041120398397792,0.15779326469404004,-0.17956370326633192,-0.13359786105829097,0.14791477002936965,-0.14614695140899542,0.04122641939585873,0.114179518337985,-0.27011371701389786,-0.07523544571530949,0.01587427267650502,-0.16269851667181495,0.11863464658794018,0.10699036513636354,0.3329275539510895,0.23262247269190398,0.11682541666201997,0.07654361537434387,0.0942078096374253,-0.15680057206153922,-0.15167492920286635,-0.0945986971530647,0.05687379732122023,-0.012856568047199162,0.01126331443325433,1.0,0.04187966826009516,-0.061242837942460125,0.05288924719600457,0.2773739202419603,0.2080265777224844,0.16947195554698805
cpi_beta,0.3513395327276054,0.3292309427077888,0.39409493423782427,-0.517898900379872,-0.5045238933353133,-0.2133048522959757,-0.3318919844758587,0.617097808936599,-0.3420248143655509,0.19622785871989387,0.4772683346680224,-0.3584136476335357,-0.3521973582729659,0.6058390211680296,0.4672781095948668,-0.2626993524726033,-0.09484330971354422,0.7542132647297768,-0.6898440602827123,-0.41896283715193355,0.7414605008336215,-0.15156645513969208,0.5005735261052121,0.6215281202707423,-0.48121304842804347,-0.28051897347350613,0.21248179246683332,-0.3636727820475523,0.7587891640262107,0.7312448182094575,0.6855238945154075,0.6236341584403019,0.7021254641471973,0.5626280779847049,0.7450193063224372,-0.7255378152512634,-0.6175229861979414,-0.5824486975856954,0.7323983515904178,0.7445524885618735,0.7658328552751158,0.04187966826009516,1.0,-0.2543109722348156,0.694612299619011,0.7688432849976761,0.7380286058233506,0.8498465337302313
cpi_beta.bull,0.06446063073356936,0.07291703423630788,0.07580660315578179,0.24723402340410605,0.04304281128022285,-0.10372489665150175,-0.1644542349078144,-0.240163470379605,-0.19779553959998308,0.08975703030761871,-0.6716049339565318,0.02973842372882926,0.41995662427064767,-0.22544161855959327,-0.21774665695630735,-0.2523516085697617,-0.20663547708474633,-0.7023178882725531,0.4988681464815125,0.4986477117105125,-0.5630402093503274,0.2847641573566585,-0.7050083410019508,-0.6608828337515548,0.37009895547831007,-0.010713098734448213,-0.49032214549062153,0.48056089961196347,-0.4722749319644461,-0.6544838762977583,-0.613660573219257,-0.48502726383955763,-0.24657881097006176,-0.16946067232875509,-0.4229852358515847,0.664494205504191,0.5471246700091192,0.3295603589839471,-0.6946931326014882,-0.5375333206105276,-0.5135715891547498,-0.061242837942460125,-0.2543109722348156,1.0,-0.4117047650178441,-0.2147266220629364,-0.20318927432271686,-0.527526117576841
cpi_beta.bear,0.44233994035624147,0.25159187365225494,0.5019588514719082,-0.5469621945849633,-0.6018804112781972,-0.35596212066087535,-0.5068204741418442,0.4972382868374242,-0.3977283594691489,0.33978558232610234,0.3376004282117329,-0.22196173099709107,-0.3581486351699743,0.10431332065090687,0.26045396469619886,-0.24916542153745988,-0.007950635076836729,0.5858680119197771,-0.4892826340614204,-0.13165202279272398,0.6806538597279344,-0.14192268334074812,0.4124285901211562,0.45861202938127393,-0.3977601996439386,-0.20946510100832041,0.20177315205878119,-0.2876590843545239,0.4833562005223076,0.7290824126762911,0.5384300148712133,0.5718797076338673,0.4028295641947908,0.3555572940086995,0.49105411813507904,-0.5012274358623964,-0.3337907545415542,-0.4032197453154674,0.5674235192571715,0.6617409392269085,0.5188288043333111,0.05288924719600457,0.694612299619011,-0.4117047650178441,1.0,0.7575033648185713,0.47148845329458994,0.8083558146087713
realrate_beta,0.6389574442350998,0.28851124500304365,0.583545763040737,-0.4865169902095704,-0.8104087897843266,-0.41787744091021184,-0.6143732537543365,0.5148744566254587,-0.6045779564804975,0.3773668146386525,0.24550318979853883,-0.21368747565869362,-0.3643508039512968,0.35523434165861323,0.35515903834813156,-0.42409232889663395,-0.11591329847190494,0.5446207499116887,-0.5021197323291797,-0.07539241112366543,0.7135208381598077,-0.0915284112280456,0.2809638402129951,0.3727165110302616,-0.44910139401788096,-0.3290177264530072,0.007002511489835355,-0.21455268354438617,0.5794711395134652,0.6194948128163013,0.6117651357079997,0.6063477677957957,0.5960622429366215,0.5107772152663425,0.617091933592699,-0.4544245079335247,-0.3171180977142128,-0.3958702439671402,0.4636223316041977,0.5989944435953994,0.4300760380201995,0.2773739202419603,0.7688432849976761,-0.2147266220629364,0.7575033648185713,1.0,0.7427402690425404,0.845871049460779
realrate_beta.bull,0.5243425337166175,0.40190792940917713,0.45357987322386,-0.580303313866274,-0.6544528615747264,-0.3407822459481958,-0.4859598042048393,0.5221163946120878,-0.3070186337428223,0.3135567775214801,0.36026403773729154,-0.3917032940708306,-0.382474228699669,0.49147107812127094,0.44806820755812915,-0.4104764907773809,0.06449179346105985,0.5730192786518409,-0.41909584150414403,-0.258327875478573,0.6387348229521659,0.022656070407680952,0.38428057088702766,0.3416416497730049,-0.38201849185340686,-0.4152030272733677,0.10460997266492417,-0.16657171677541704,0.5805413819289647,0.48249374494687647,0.6498904868248013,0.35456294386329,0.5311777048525255,0.3892631273676003,0.5867405673759739,-0.4960567451889608,-0.4283469137206316,-0.2699595780254991,0.4889491028232617,0.5633960836660352,0.5182272095003743,0.2080265777224844,0.7380286058233506,-0.20318927432271686,0.47148845329458994,0.7427402690425404,1.0,0.7020506260378688
realrate_beta.bear,0.4509899406607857,0.3082826180019446,0.41148368569098226,-0.5349086788884169,-0.6264932780786077,-0.287012774801256,-0.4093662815066144,0.6329089627777077,-0.28937736328248764,0.2709998423523217,0.5815526087599969,-0.32433047636214235,-0.46501191370704487,0.4182885592720065,0.49601682361147575,-0.22372386252220083,-0.027860550112860646,0.8339450994784564,-0.7170936393480905,-0.38367047961500916,0.8556586573801993,-0.2476426485341439,0.6142265999715365,0.7077363796413897,-0.5397064140955147,-0.21006504450911664,0.28319258415853416,-0.48366056515573314,0.7363301930354037,0.8245796404153177,0.79071290602402,0.7095039666673687,0.6167263713106956,0.49114255741765006,0.7245319524722352,-0.7624570890173432,-0.5899029265715253,-0.5690067248991375,0.7914121655753679,0.7879247293656908,0.6970601305933077,0.16947195554698805,0.8498465337302313,-0.527526117576841,0.8083558146087713,0.845871049460779,0.7020506260378688,1.0
